text,language
Ich werde dieses Wochenende ehrenamtlich im Tierheim arbeiten.,German
Questo fine settimana farò volontariato al rifugio per animali.,Italian
Vou ser voluntário no abrigo de animais neste fim de semana.,Portuguese
На этих выходных я собираюсь поработать волонтером в приюте для животных.,Russian
这个周末我要去动物收容所做志愿者。,Chinese
今週末、動物保護施設でボランティアをするつもりです。,Japanese
Saya akan menjadi sukarelawan di penampungan hewan akhir pekan ini.,Indonesian
मैं इस सप्ताह के अंत में पशु आश्रय में स्वयंसेवा करने जा रहा हूँ।,Hindi
আমি এই সপ্তাহান্তে পশু আশ্রয়ে স্বেচ্ছাসেবক হতে যাচ্ছি।,Bengali
The library is a great place to study.,English
La biblioteca es un gran lugar para estudiar.,Spanish
La bibliothèque est un endroit idéal pour étudier.,French
المكتبة مكان عظيم للدراسة.,Arabic
Η βιβλιοθήκη είναι ένα εξαιρετικό μέρος για μελέτη.,Greek
Die Bibliothek ist ein großartiger Ort zum Lernen.,German
La biblioteca è un ottimo posto per studiare.,Italian
A biblioteca é um ótimo lugar para estudar.,Portuguese
Библиотека – прекрасное место для учебы.,Russian
图书馆是一个学习的好地方。,Chinese
図書館は勉強するのに最適な場所です。,Japanese
Perpustakaan adalah tempat yang bagus untuk belajar.,Indonesian
पुस्तकालय अध्ययन के लिए एक बेहतरीन जगह है।,Hindi
লাইব্রেরি অধ্যয়নের জন্য একটি দুর্দান্ত জায়গা।,Bengali
Can you help me carry these groceries?,English
¿Puedes ayudarme a llevar estos comestibles?,Spanish
Pouvez-vous m'aider à porter ces courses ?,French
هل يمكنك مساعدتي في حمل هذه البقالة؟,Arabic
Μπορείτε να με βοηθήσετε να μεταφέρω αυτά τα είδη παντοπωλείου;,Greek
Können Sie mir beim Tragen dieser Lebensmittel helfen?,German
Puoi aiutarmi a portare questa spesa?,Italian
Você pode me ajudar a carregar essas compras?,Portuguese
Можешь помочь мне донести эти продукты?,Russian
你能帮我搬运这些杂货吗？,Chinese
これらの食料品を運ぶのを手伝ってくれませんか？,Japanese
Bisakah Anda membantu saya membawa belanjaan ini?,Indonesian
क्या आप ये किराने का सामान ले जाने में मेरी मदद कर सकते हैं?,Hindi
আপনি কি আমাকে এই মুদি বহন করতে সাহায্য করতে পারেন?,Bengali
I'm looking forward to my vacation next month.,English
Estoy deseando que lleguen mis vacaciones el próximo mes.,Spanish
J'attends avec impatience mes vacances le mois prochain.,French
إنني أتطلع إلى إجازتي الشهر المقبل.,Arabic
Ανυπομονώ για τις διακοπές μου τον επόμενο μήνα.,Greek
Ich freue mich auf meinen Urlaub nächsten Monat.,German
Non vedo l'ora di andare in vacanza il mese prossimo.,Italian
Estou ansioso pelas minhas férias no próximo mês.,Portuguese
Я с нетерпением жду отпуска в следующем месяце.,Russian
我期待着下个月的假期。,Chinese
来月の休暇を楽しみにしています。,Japanese
Saya menantikan liburan saya bulan depan.,Indonesian
मैं अगले महीने अपनी छुट्टियों का इंतज़ार कर रहा हूँ।,Hindi
আমি পরের মাসে আমার ছুটির অপেক্ষায় আছি।,Bengali
The sky is full of stars tonight.,English
Esta noche el cielo está lleno de estrellas.,Spanish
Le ciel est plein d'étoiles ce soir.,French
السماء مليئة بالنجوم هذه الليلة.,Arabic
Ο ουρανός είναι γεμάτος αστέρια απόψε.,Greek
Der Himmel ist heute Nacht voller Sterne.,German
Il cielo è pieno di stelle stasera.,Italian
O céu está cheio de estrelas esta noite.,Portuguese
Небо сегодня полно звезд.,Russian
今晚的天空布满了星星。,Chinese
今夜の空は星でいっぱいです。,Japanese
Langit penuh bintang malam ini.,Indonesian
आज रात आसमान तारों से भरा है।,Hindi
আজ রাতে আকাশ তারায় ভরা।,Bengali
I'm going to buy a new pair of shoes.,English
Voy a comprar un par de zapatos nuevos.,Spanish
Je vais acheter une nouvelle paire de chaussures.,French
انا ذاهب لشراء زوج جديد من الأحذية.,Arabic
Πάω να αγοράσω ένα καινούργιο ζευγάρι παπούτσια.,Greek
Ich werde mir ein neues Paar Schuhe kaufen.,German
Vado a comprare un nuovo paio di scarpe.,Italian
Vou comprar um novo par de sapatos.,Portuguese
Я собираюсь купить новую пару обуви.,Russian
我要去买一双新鞋。,Chinese
新しい靴を買うつもりです。,Japanese
Saya akan membeli sepasang sepatu baru.,Indonesian
मैं जूते की एक नई जोड़ी खरीदने जा रहा हूँ।,Hindi
আমি এক জোড়া জুতা কিনতে যাচ্ছি।,Bengali
I'm not sure what I want to do for a career.,English
No estoy seguro de qué quiero hacer como carrera.,Spanish
Je ne suis pas sûr de ce que je veux faire comme carrière.,French
لست متأكدًا مما أريد أن أفعله في حياتي المهنية.,Arabic
Δεν είμαι σίγουρος τι θέλω να κάνω για μια καριέρα.,Greek
"Ich bin mir nicht sicher, was ich beruflich machen möchte.",German
Non sono sicuro di cosa voglio fare per la mia carriera.,Italian
Não tenho certeza do que quero fazer na carreira.,Portuguese
"Я не уверен, чем хочу заниматься в карьере.",Russian
我不确定我想从事什么职业。,Chinese
キャリアとして何をしたいのかわかりません。,Japanese
Saya tidak yakin apa yang ingin saya lakukan untuk karier.,Indonesian
मुझे यकीन नहीं है कि मैं करियर के लिए क्या करना चाहता हूं।,Hindi
আমি নিশ্চিত নই যে আমি ক্যারিয়ারের জন্য কী করতে চাই।,Bengali
The museum has a fascinating exhibit on dinosaurs.,English
El museo tiene una fascinante exposición sobre dinosaurios.,Spanish
Le musée présente une exposition fascinante sur les dinosaures.,French
يحتوي المتحف على معرض رائع عن الديناصورات.,Arabic
Το μουσείο έχει ένα συναρπαστικό έκθεμα για δεινόσαυρους.,Greek
Das Museum verfügt über eine faszinierende Ausstellung über Dinosaurier.,German
Il museo ha un'affascinante mostra sui dinosauri.,Italian
O museu tem uma exposição fascinante sobre dinossauros.,Portuguese
"В музее есть интересная выставка, посвященная динозаврам.",Russian
博物馆有一个关于恐龙的精彩展览。,Chinese
この博物館には恐竜に関する興味深い展示があります。,Japanese
Museum ini memiliki pameran menarik tentang dinosaurus.,Indonesian
संग्रहालय में डायनासोर पर एक आकर्षक प्रदर्शनी है।,Hindi
জাদুঘরে ডাইনোসরের একটি আকর্ষণীয় প্রদর্শনী রয়েছে।,Bengali
I'm going to take a yoga class this evening.,English
Esta tarde voy a tomar una clase de yoga.,Spanish
Je vais prendre un cours de yoga ce soir.,French
سأذهب لأخذ دروس اليوغا هذا المساء.,Arabic
Θα πάω ένα μάθημα γιόγκα απόψε.,Greek
Ich werde heute Abend einen Yoga-Kurs besuchen.,German
Questa sera seguirò una lezione di yoga.,Italian
Vou fazer uma aula de ioga esta noite.,Portuguese
Сегодня вечером я собираюсь пойти на занятия йогой.,Russian
今晚我要去上瑜伽课。,Chinese
今晩ヨガのクラスに参加するつもりです。,Japanese
Saya akan mengikuti kelas yoga malam ini.,Indonesian
मैं आज शाम एक योग कक्षा लेने जा रहा हूँ।,Hindi
আমি আজ সন্ধ্যায় একটি যোগ ক্লাস নিতে যাচ্ছি.,Bengali
I need to fix the broken chair in the kitchen.,English
Necesito arreglar la silla rota de la cocina.,Spanish
Je dois réparer la chaise cassée dans la cuisine.,French
أريد إصلاح الكرسي المكسور في المطبخ.,Arabic
Πρέπει να φτιάξω τη σπασμένη καρέκλα στην κουζίνα.,Greek
Ich muss den kaputten Stuhl in der Küche reparieren.,German
Devo riparare la sedia rotta in cucina.,Italian
Preciso consertar a cadeira quebrada da cozinha.,Portuguese
Мне нужно починить сломанный стул на кухне.,Russian
我需要修理厨房里坏掉的椅子。,Chinese
キッチンの壊れた椅子を直さなければなりません。,Japanese
Saya perlu memperbaiki kursi yang rusak di dapur.,Indonesian
मुझे रसोई में टूटी कुर्सी ठीक करनी है।,Hindi
রান্নাঘরের ভাঙা চেয়ারটা ঠিক করতে হবে।,Bengali
I'm going to watch a movie with my friends tonight.,English
Esta noche voy a ver una película con mis amigos.,Spanish
Je vais regarder un film avec mes amis ce soir.,French
سأذهب لمشاهدة فيلم مع أصدقائي الليلة.,Arabic
Θα δω μια ταινία με τους φίλους μου απόψε.,Greek
Ich werde mir heute Abend mit meinen Freunden einen Film ansehen.,German
Stasera guarderò un film con i miei amici.,Italian
Vou assistir a um filme com meus amigos esta noite.,Portuguese
Сегодня вечером я собираюсь посмотреть фильм с друзьями.,Russian
今晚我要和朋友们一起看电影。,Chinese
今夜友達と映画を見るつもりです。,Japanese
Aku akan menonton film bersama teman-temanku malam ini.,Indonesian
मैं आज रात अपने दोस्तों के साथ एक फिल्म देखने जा रहा हूँ।,Hindi
আমি আজ রাতে আমার বন্ধুদের সাথে একটি সিনেমা দেখতে যাচ্ছি।,Bengali
That's a really interesting idea.,English
Esa es una idea realmente interesante.,Spanish
C'est une idée vraiment intéressante.,French
هذه فكرة مثيرة للاهتمام حقا.,Arabic
Αυτή είναι μια πραγματικά ενδιαφέρουσα ιδέα.,Greek
Das ist eine wirklich interessante Idee.,German
È un'idea davvero interessante.,Italian
Essa é uma ideia muito interessante.,Portuguese
Это действительно интересная идея.,Russian
这是一个非常有趣的想法。,Chinese
それは本当に興味深いアイデアですね。,Japanese
Itu ide yang sangat menarik.,Indonesian
यह सचमुच एक दिलचस्प विचार है.,Hindi
যে একটি সত্যিই আকর্ষণীয় ধারণা.,Bengali
I'm not a fan of spicy food.,English
No soy partidario de la comida picante.,Spanish
Je ne suis pas fan de la nourriture épicée.,French
أنا لست من محبي الطعام الحار.,Arabic
Δεν είμαι λάτρης των πικάντικων φαγητών.,Greek
Ich bin kein Fan von scharfem Essen.,German
Non sono un fan del cibo piccante.,Italian
Não sou fã de comida picante.,Portuguese
Я не любитель острой еды.,Russian
我不喜欢辛辣的食物。,Chinese
私は辛い食べ物が好きではありません。,Japanese
Saya bukan penggemar makanan pedas.,Indonesian
मैं मसालेदार भोजन का प्रशंसक नहीं हूं.,Hindi
আমি মশলাদার খাবারের ভক্ত নই।,Bengali
The concert was amazing the band was so good.,English
"El concierto fue increíble, la banda estuvo muy buena.",Spanish
"Le concert était incroyable, le groupe était tellement bon.",French
الحفل كان مذهلاً وكانت الفرقة جيدة جدًا.,Arabic
"Η συναυλία ήταν καταπληκτική, η μπάντα ήταν τόσο καλή.",Greek
"Das Konzert war großartig, die Band war so gut.",German
"Il concerto è stato fantastico, la band era così brava.",Italian
O show foi incrível a banda era tão boa.,Portuguese
"Концерт был потрясающим, группа была такая хорошая.",Russian
音乐会很棒，乐队很棒。,Chinese
コンサートは素晴らしかった、バンドはとても良かった。,Japanese
"Konsernya luar biasa, bandnya sangat bagus.",Indonesian
"कॉन्सर्ट अद्भुत था, बैंड बहुत अच्छा था।",Hindi
কনসার্টটি আশ্চর্যজনক ছিল ব্যান্ডটি তাই ভাল ছিল।,Bengali
I'm going to try to get more exercise.,English
Voy a intentar hacer más ejercicio.,Spanish
Je vais essayer de faire plus d'exercice.,French
سأحاول ممارسة المزيد من التمارين الرياضية.,Arabic
Θα προσπαθήσω να ασκηθώ περισσότερο.,Greek
"Ich werde versuchen, mich mehr zu bewegen.",German
Cercherò di fare più esercizio.,Italian
Vou tentar fazer mais exercícios.,Portuguese
Я постараюсь больше заниматься спортом.,Russian
我要努力多锻炼。,Chinese
もっと運動するように努めます。,Japanese
Saya akan mencoba berolahraga lebih banyak.,Indonesian
मैं और अधिक व्यायाम करने का प्रयास करने जा रहा हूं।,Hindi
আমি আরো ব্যায়াম পেতে চেষ্টা করতে যাচ্ছি.,Bengali
I need to clean my room it's a mess.,English
"Necesito limpiar mi habitación, está desordenada.",Spanish
"Je dois nettoyer ma chambre, c'est le désordre.",French
أحتاج إلى تنظيف غرفتي، إنها فوضى.,Arabic
"Πρέπει να καθαρίσω το δωμάτιό μου, είναι χάος.",Greek
"Ich muss mein Zimmer aufräumen, es ist ein Chaos.",German
"Devo pulire la mia stanza, è un disastro.",Italian
"Preciso limpar meu quarto, está uma bagunça.",Portuguese
"Мне нужно убрать в комнате, там беспорядок.",Russian
我需要打扫我的房间，房间很乱。,Chinese
部屋が散らかっているので掃除しなければなりません。,Japanese
"Aku perlu membersihkan kamarku, ini berantakan.",Indonesian
"मुझे अपना कमरा साफ़ करना है, यह गन्दा है।",Hindi
আমার রুম পরিষ্কার করতে হবে এটা একটা জগাখিচুড়ি।,Bengali
The smell of freshly baked bread is wonderful.,English
El olor a pan recién horneado es maravilloso.,Spanish
L'odeur du pain fraîchement sorti du four est merveilleuse.,French
رائحة الخبز الطازج رائعة.,Arabic
Η μυρωδιά του φρεσκοψημένου ψωμιού είναι υπέροχη.,Greek
Der Duft von frisch gebackenem Brot ist herrlich.,German
Il profumo del pane appena sfornato è meraviglioso.,Italian
O cheiro de pão acabado de cozer é maravilhoso.,Portuguese
Запах свежеиспеченного хлеба чудесен.,Russian
新鲜出炉的面包的香味非常好闻。,Chinese
焼きたてのパンの香りがとてもいいです。,Japanese
Aroma roti yang baru dipanggang sungguh harum.,Indonesian
ताज़ी पकी हुई ब्रेड की महक अद्भुत है।,Hindi
তাজা বেকড রুটির গন্ধ অপূর্ব।,Bengali
I'm going to paint my bedroom a different color.,English
Voy a pintar mi dormitorio de otro color.,Spanish
Je vais peindre ma chambre d'une couleur différente.,French
سأقوم بطلاء غرفة نومي بلون مختلف.,Arabic
Θα βάψω το υπνοδωμάτιό μου με διαφορετικό χρώμα.,Greek
Ich werde mein Schlafzimmer in einer anderen Farbe streichen.,German
Dipingerò la mia camera da letto di un colore diverso.,Italian
Vou pintar meu quarto com uma cor diferente.,Portuguese
Я собираюсь покрасить свою спальню в другой цвет.,Russian
我要把我的卧室漆成不同的颜色。,Chinese
寝室を違う色にペイントするつもりです。,Japanese
Saya akan mengecat kamar saya dengan warna berbeda.,Indonesian
मैं अपने शयनकक्ष को एक अलग रंग में रंगने जा रहा हूँ।,Hindi
আমি আমার শয়নকক্ষ একটি ভিন্ন রং করতে যাচ্ছি.,Bengali
I'm learning how to play the guitar.,English
Estoy aprendiendo a tocar la guitarra.,Spanish
J'apprends à jouer de la guitare.,French
أنا أتعلم كيفية العزف على الجيتار.,Arabic
Μαθαίνω να παίζω κιθάρα.,Greek
Ich lerne Gitarre spielen.,German
Sto imparando a suonare la chitarra.,Italian
Estou aprendendo a tocar violão.,Portuguese
Я учусь играть на гитаре.,Russian
我正在学习如何弹吉他。,Chinese
私はギターの弾き方を学んでいます。,Japanese
Saya sedang belajar cara bermain gitar.,Indonesian
मैं गिटार बजाना सीख रहा हूं।,Hindi
আমি গিটার বাজাতে শিখছি।,Bengali
I need to buy a new phone case mine is cracked.,English
Necesito comprar una funda de teléfono nueva. La mía está rota.,Spanish
"Je dois acheter une nouvelle coque de téléphone, la mienne est fissurée.",French
أحتاج إلى شراء حافظة هاتف جديدة، فهاتفي مكسور.,Arabic
Πρέπει να αγοράσω μια νέα θήκη τηλεφώνου η δική μου είναι ραγισμένη.,Greek
"Ich muss eine neue Handyhülle kaufen, meine ist gerissen.",German
"Devo comprare una nuova custodia per il telefono, la mia è rotta.",Italian
"Preciso comprar uma nova capa de telefone, a minha está rachada.",Portuguese
"Мне нужно купить новый чехол для телефона, у меня он треснул.",Russian
我需要买一个新的手机壳，我的手机壳裂了。,Chinese
新しいスマホケースを買わないといけないのですが、ヒビが入ってしまいました。,Japanese
"Saya perlu membeli casing ponsel baru, casing ponsel saya retak.",Indonesian
"मुझे एक नया फ़ोन केस ख़रीदना है, मेरा फ़ोन टूट गया है।",Hindi
আমি একটি নতুন ফোন কেস কিনতে প্রয়োজন খনি ফাটল.,Bengali
I'm going to visit my grandparents this weekend.,English
Este fin de semana voy a visitar a mis abuelos.,Spanish
Je vais rendre visite à mes grands-parents ce week-end.,French
سأذهب لزيارة أجدادي في نهاية هذا الأسبوع.,Arabic
Θα επισκεφτώ τον παππού και τη γιαγιά μου αυτό το Σαββατοκύριακο.,Greek
Ich werde dieses Wochenende meine Großeltern besuchen.,German
Questo fine settimana andrò a trovare i miei nonni.,Italian
Vou visitar meus avós neste fim de semana.,Portuguese
На этих выходных я собираюсь навестить бабушку и дедушку.,Russian
这个周末我要去拜访我的祖父母。,Chinese
今週末祖父母を訪ねるつもりです。,Japanese
Saya akan mengunjungi kakek nenek saya akhir pekan ini.,Indonesian
मैं इस सप्ताह के अंत में अपने दादा-दादी से मिलने जा रहा हूँ।,Hindi
আমি এই সপ্তাহান্তে আমার দাদা-দাদির সাথে দেখা করতে যাচ্ছি।,Bengali
The coffee is too hot I need to let it cool down.,English
"El café está demasiado caliente, necesito dejarlo enfriar.",Spanish
"Le café est trop chaud, je dois le laisser refroidir.",French
القهوة ساخنة جدًا وأحتاج إلى تركها لتبرد.,Arabic
Ο καφές είναι πολύ ζεστός πρέπει να τον αφήσω να κρυώσει.,Greek
"Der Kaffee ist zu heiß, ich muss ihn abkühlen lassen.",German
"Il caffè è troppo caldo, devo lasciarlo raffreddare.",Italian
"O café está muito quente, preciso deixá-lo esfriar.",Portuguese
"Кофе слишком горячий, мне нужно дать ему остыть.",Russian
咖啡太热了，我需要让它冷却下来。,Chinese
コーヒーが熱すぎるので冷ます必要があります。,Japanese
"Kopinya terlalu panas, saya harus mendinginkannya.",Indonesian
कॉफ़ी बहुत गर्म है मुझे इसे ठंडा करना होगा।,Hindi
কফি খুব গরম আমার এটাকে ঠান্ডা হতে দেওয়া দরকার।,Bengali
I'm going to read a book before bed.,English
Voy a leer un libro antes de acostarme.,Spanish
Je vais lire un livre avant de me coucher.,French
سأقرأ كتاباً قبل النوم.,Arabic
Πάω να διαβάσω ένα βιβλίο πριν κοιμηθώ.,Greek
Ich werde vor dem Schlafengehen ein Buch lesen.,German
Leggerò un libro prima di andare a letto.,Italian
Vou ler um livro antes de dormir.,Portuguese
Я собираюсь прочитать книгу перед сном.,Russian
我要在睡觉前看一本书。,Chinese
寝る前に本を読むつもりです。,Japanese
Saya akan membaca buku sebelum tidur.,Indonesian
मैं सोने से पहले एक किताब पढ़ने जा रहा हूँ।,Hindi
আমি শোবার আগে একটা বই পড়তে যাচ্ছি।,Bengali
I'm going to try to save money for a new car.,English
Voy a intentar ahorrar dinero para un coche nuevo.,Spanish
Je vais essayer d'économiser de l'argent pour une nouvelle voiture.,French
سأحاول توفير المال لشراء سيارة جديدة.,Arabic
Θα προσπαθήσω να εξοικονομήσω χρήματα για ένα νέο αυτοκίνητο.,Greek
"Ich werde versuchen, Geld für ein neues Auto zu sparen.",German
Cercherò di risparmiare soldi per una macchina nuova.,Italian
Vou tentar economizar dinheiro para comprar um carro novo.,Portuguese
Собираюсь накопить денег на новую машину.,Russian
我要努力存钱买一辆新车。,Chinese
新しい車を買うためにお金を節約しようと思います。,Japanese
Saya akan mencoba menghemat uang untuk membeli mobil baru.,Indonesian
मैं एक नई कार के लिए पैसे बचाने की कोशिश करने जा रहा हूँ।,Hindi
আমি একটি নতুন গাড়ির জন্য অর্থ সঞ্চয় করার চেষ্টা করতে যাচ্ছি।,Bengali
I'm going to donate some clothes to charity.,English
Voy a donar algo de ropa a la caridad.,Spanish
Je vais donner des vêtements à une œuvre caritative.,French
سأتبرع ببعض الملابس للجمعيات الخيرية.,Arabic
Θα δώσω μερικά ρούχα σε φιλανθρωπικό σκοπό.,Greek
Ich werde ein paar Kleidungsstücke für wohltätige Zwecke spenden.,German
Donerò alcuni vestiti in beneficenza.,Italian
Vou doar algumas roupas para caridade.,Portuguese
Я собираюсь пожертвовать немного одежды на благотворительность.,Russian
我打算向慈善机构捐赠一些衣服。,Chinese
衣類を慈善団体に寄付するつもりです。,Japanese
Saya akan menyumbangkan beberapa pakaian untuk amal.,Indonesian
मैं कुछ कपड़े दान में देने जा रहा हूं।,Hindi
আমি দাতব্য কিছু কাপড় দান করতে যাচ্ছি.,Bengali
I'm going to take a nap this afternoon.,English
Esta tarde voy a tomar una siesta.,Spanish
Je vais faire une sieste cet après-midi.,French
سأذهب لأخذ قيلولة بعد ظهر هذا اليوم.,Arabic
Πάω να πάρω έναν υπνάκο σήμερα το απόγευμα.,Greek
Ich werde heute Nachmittag ein Nickerchen machen.,German
Farò un pisolino questo pomeriggio.,Italian
Vou tirar uma soneca esta tarde.,Portuguese
Сегодня днем ​​я собираюсь вздремнуть.,Russian
今天下午我要睡个午觉。,Chinese
今日の午後は昼寝をするつもりです。,Japanese
Saya akan tidur siang sore ini.,Indonesian
मैं आज दोपहर को झपकी लेने जा रहा हूँ।,Hindi
আমি আজ বিকেলে ঘুমাতে যাচ্ছি।,Bengali
I'm going to learn how to cook Italian food.,English
Voy a aprender a cocinar comida italiana.,Spanish
Je vais apprendre à cuisiner des plats italiens.,French
سأتعلم كيفية طهي الطعام الإيطالي.,Arabic
Θα μάθω πώς να μαγειρεύω ιταλικό φαγητό.,Greek
"Ich werde lernen, wie man italienisches Essen kocht.",German
Imparerò a cucinare il cibo italiano.,Italian
Vou aprender a cozinhar comida italiana.,Portuguese
Я собираюсь научиться готовить итальянскую еду.,Russian
我要学习如何做意大利菜。,Chinese
イタリア料理の作り方を習うつもりです。,Japanese
Saya akan belajar cara memasak makanan Italia.,Indonesian
मैं इटालियन खाना बनाना सीखने जा रहा हूँ।,Hindi
আমি ইতালীয় খাবার রান্না করতে শিখতে যাচ্ছি।,Bengali
I need to buy a birthday present for my friend.,English
Necesito comprar un regalo de cumpleaños para mi amigo.,Spanish
Je dois acheter un cadeau d'anniversaire pour mon ami.,French
أحتاج لشراء هدية عيد ميلاد لصديقي.,Arabic
Πρέπει να αγοράσω ένα δώρο γενεθλίων για τον φίλο μου.,Greek
Ich muss ein Geburtstagsgeschenk für meinen Freund kaufen.,German
Devo comprare un regalo di compleanno per il mio amico.,Italian
Preciso comprar um presente de aniversário para meu amigo.,Portuguese
Мне нужно купить подарок на день рождения моему другу.,Russian
我需要给我朋友买一份生日礼物。,Chinese
友達に誕生日プレゼントを買わなければなりません。,Japanese
Saya perlu membeli hadiah ulang tahun untuk teman saya.,Indonesian
मुझे अपने दोस्त के लिए जन्मदिन का उपहार खरीदना है।,Hindi
আমার বন্ধুর জন্য জন্মদিনের উপহার কিনতে হবে।,Bengali
I'm going to take a photography class.,English
Voy a tomar una clase de fotografía.,Spanish
Je vais suivre un cours de photographie.,French
سأذهب لأخذ دروس التصوير الفوتوغرافي.,Arabic
Πάω να κάνω μάθημα φωτογραφίας.,Greek
Ich werde einen Fotokurs belegen.,German
Vado a seguire un corso di fotografia.,Italian
Vou fazer um curso de fotografia.,Portuguese
Я собираюсь пойти на урок фотографии.,Russian
我要去上摄影课。,Chinese
写真教室に通うつもりです。,Japanese
Saya akan mengambil kelas fotografi.,Indonesian
मैं एक फोटोग्राफी क्लास लेने जा रहा हूँ।,Hindi
আমি একটি ফটোগ্রাফি ক্লাস নিতে যাচ্ছি.,Bengali
I'm going to go for a bike ride later.,English
Más tarde voy a dar un paseo en bicicleta.,Spanish
Je vais faire une balade à vélo plus tard.,French
سأذهب لركوب الدراجة في وقت لاحق.,Arabic
Θα πάω μια βόλτα με το ποδήλατο αργότερα.,Greek
Ich werde später eine Radtour machen.,German
Più tardi andrò a fare un giro in bicicletta.,Italian
Vou dar um passeio de bicicleta mais tarde.,Portuguese
Позже я собираюсь покататься на велосипеде.,Russian
稍后我要去骑自行车。,Chinese
後で自転車に行くつもりです。,Japanese
Aku akan pergi bersepeda nanti.,Indonesian
मैं बाद में बाइक की सवारी के लिए जा रहा हूं।,Hindi
আমি পরে সাইকেল চালাতে যাব।,Bengali
I'm going to try to get a promotion at work.,English
Voy a intentar conseguir un ascenso en el trabajo.,Spanish
Je vais essayer d'obtenir une promotion au travail.,French
سأحاول الحصول على ترقية في العمل.,Arabic
Θα προσπαθήσω να πάρω προαγωγή στη δουλειά.,Greek
"Ich werde versuchen, bei der Arbeit befördert zu werden.",German
Cercherò di ottenere una promozione sul lavoro.,Italian
Vou tentar conseguir uma promoção no trabalho.,Portuguese
Я постараюсь получить повышение на работе.,Russian
我将努力在工作中获得晋升。,Chinese
仕事で昇進を目指して頑張ります。,Japanese
Saya akan mencoba mendapatkan promosi di tempat kerja.,Indonesian
मैं कार्यस्थल पर पदोन्नति पाने का प्रयास करने जा रहा हूं।,Hindi
আমি কর্মক্ষেত্রে একটি পদোন্নতি পেতে চেষ্টা করতে যাচ্ছি.,Bengali
I'm going to start a garden in my backyard.,English
Voy a empezar un jardín en mi patio trasero.,Spanish
Je vais commencer un jardin dans mon jardin.,French
سأقوم بإنشاء حديقة في الفناء الخلفي لمنزلي.,Arabic
Θα ξεκινήσω έναν κήπο στην αυλή μου.,Greek
Ich werde in meinem Hinterhof einen Garten anlegen.,German
Sto per iniziare un orto nel mio cortile.,Italian
Vou começar um jardim no meu quintal.,Portuguese
Я собираюсь разбить сад на заднем дворе.,Russian
我打算在我的后院开一个花园。,Chinese
裏庭で家庭菜園を始めることになりました。,Japanese
Saya akan membuat taman di halaman belakang rumah saya.,Indonesian
मैं अपने पिछवाड़े में एक बगीचा शुरू करने जा रहा हूँ।,Hindi
আমি আমার বাড়ির উঠোনে একটি বাগান শুরু করতে যাচ্ছি।,Bengali
I need to go to the dentist for a check-up.,English
Necesito ir al dentista para un chequeo.,Spanish
Je dois aller chez le dentiste pour un contrôle.,French
أحتاج للذهاب إلى طبيب الأسنان لإجراء فحص طبي.,Arabic
Πρέπει να πάω στον οδοντίατρο για έλεγχο.,Greek
Ich muss zur Kontrolle zum Zahnarzt.,German
Devo andare dal dentista per un controllo.,Italian
Preciso ir ao dentista para fazer um check-up.,Portuguese
Мне нужно сходить к стоматологу на осмотр.,Russian
我需要去看牙医检查。,Chinese
検診のために歯医者に行く必要があります。,Japanese
Saya perlu pergi ke dokter gigi untuk pemeriksaan.,Indonesian
मुझे जांच के लिए दंत चिकित्सक के पास जाना होगा।,Hindi
আমাকে চেক-আপের জন্য ডেন্টিস্টের কাছে যেতে হবে।,Bengali
I'm going to learn how to knit.,English
Voy a aprender a tejer.,Spanish
Je vais apprendre à tricoter.,French
انا ذاهب لتعلم كيفية متماسكة.,Arabic
Πάω να μάθω πώς να πλέκω.,Greek
Ich werde stricken lernen.,German
Imparerò a lavorare a maglia.,Italian
Vou aprender a tricotar.,Portuguese
Я собираюсь научиться вязать.,Russian
我要去学习如何编织。,Chinese
編み方を習うつもりです。,Japanese
Saya akan belajar cara merajut.,Indonesian
मैं बुनाई सीखने जा रही हूं।,Hindi
আমি কিভাবে বুনা শিখতে যাচ্ছি.,Bengali
I need to buy a new printer mine is broken.,English
"Necesito comprar una impresora nueva, la mía está rota.",Spanish
"Je dois acheter une nouvelle imprimante, la mienne est cassée.",French
أحتاج إلى شراء طابعة جديدة. منجم مكسور.,Arabic
"Πρέπει να αγοράσω έναν νέο εκτυπωτή, το δικό μου είναι χαλασμένο.",Greek
Ich muss einen neuen Drucker kaufen. Mein Drucker ist kaputt.,German
"Devo comprare una nuova stampante, la mia è rotta.",Italian
"Preciso comprar uma impressora nova, a minha está quebrada.",Portuguese
"Мне нужно купить новый принтер, у меня сломался.",Russian
我需要买一台新打印机，我的打印机坏了。,Chinese
新しいプリンターを購入する必要があるのですが、プリンターが壊れてしまいました。,Japanese
"Saya perlu membeli printer baru, printer saya rusak.",Indonesian
"मुझे एक नया प्रिंटर खरीदना है, मेरा प्रिंटर टूट गया है।",Hindi
আমি একটি নতুন প্রিন্টার কিনতে প্রয়োজন খনি নষ্ট হয়ে গেছে.,Bengali
I'm going to travel to Europe next year.,English
El año que viene viajaré a Europa.,Spanish
Je vais voyager en Europe l'année prochaine.,French
سأسافر إلى أوروبا العام المقبل.,Arabic
Θα ταξιδέψω στην Ευρώπη του χρόνου.,Greek
Ich werde nächstes Jahr nach Europa reisen.,German
L'anno prossimo viaggerò in Europa.,Italian
Vou viajar para a Europa no próximo ano.,Portuguese
Я собираюсь поехать в Европу в следующем году.,Russian
我明年要去欧洲旅行。,Chinese
